mof,1s,2s,3s,4s,5s,6s,7s,2p,3p,4p,5p,6p,3d,4d,5d,6d,4f,5f,metal,linker1smi,oxidation_state,temperature,time
EXOTOB_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,c1cc(-c2nc(-c3ccncc3)nc(-c3ccncc3)n2)ccn1,1,140,48
GIXMUX_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,C(=Cc1ccncc1)c1ccncc1,2,100,24
WEGDIX_charged,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)C1=CCC(=S)N=C1,2,120,72
ASUKEE01_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1cc(-c2ccncc2)ccn1,1,180,72
LOXBEH_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,c1cn(-c2cc(-n3ccnc3)cc(-n3ccnc3)c2)cn1,2,100,72
HEKTUO01_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,120,96
MAYJOM_clean,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1ccc(C(=O)O)cc1,3,220,72
CUYQIX_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)CC(CC(=O)O)C(=O)O,2,80,72
KUJNEJ_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,O=C(O)c1ccc(-c2ccncc2)cc1,2,160,72
REDYEG_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccncc1,2,110,96
BOPHEV_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cccc(-c2cc(C(=O)O)c(-c3cccc(C(=O)O)c3)cc2C(=O)O)c1,2,130,144
GAJVEU_charged,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(C(=O)O)cc1,2,100,72
DITYEM_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,1,160,72
GAJVIY_charged,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,2,100,72
MAQJEW_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,O=C(O)C(=O)O,2,170,72
WEGKIE_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,180,72
VALVAI_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,1,0,0,0,0,Y,O=C(O)c1ccc(C(=O)O)cc1,3,100,20
AQIQAU_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(-c2cc(-c3ccncc3)cc(-c3ccc(C(=O)O)cc3)n2)cc1,2,180,96
ROTQIC_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,CC(C(=O)O)n1c(=O)c2cc3c(=O)n(C(C)C(=O)O)c(=O)c3cc2c1=O,2,90,48
BAFCAP_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,CCC1c2cc(c(OCC(=O)O)cc2OC)C(CC)c2cc(c(OCC(=O)O)cc2OC)C(CC)c2cc(c(OCC(=O)O)cc2OC)C(C)c2cc1c(OCC(=O)O)cc2OC,2,100,72
LAWHUP_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(C(=O)O)c2nsnc12,2,120,72
AVEQID_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,Nc1c(-c2cc(C(=O)O)cc(C(=O)O)c2)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c(N)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)cc1-c1cc(C(=O)O)cc(C(=O)O)c1,2,85,72
TAPHOJ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1,2,90,48
KADLOT_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cncnc2)cc1,2,85,48
WOZGUP_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1ncn(Cc2ccc(-c3ccc(Cn4cncn4)cc3)cc2)n1,2,130,72
UFASAW_charged,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1nc[nH]c1C(=O)O,2,170,168
LENKIA_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(O)c(C(=O)O)cc1O,2,100,18
UYOFIY_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,9,0,Tb,O=C(O)c1nc[nH]c1C(=O)O,3,110,48
SONTOF_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,10,0,Dy,Nc1cc(C(=O)O)c(N)cc1C(=O)O,3,120,20
NORJEL_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,C(=Cc1ccncc1)c1ccncc1,2,120,72
LAGHIL_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cccnc1,2,65,6
CUFJUK_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cccc(-c2cc(C(=O)O)c(-c3cccc(C(=O)O)c3)cc2C(=O)O)c1,2,150,96
DOKHIV_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,180,12
PUWXAH_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,220,72
ENESOH_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(Cn1cnnn1)Nc1cccnc1,2,85,96
DOGZIJ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,Cc1c(C)c(Cn2ccnc2)c(C)c(C)c1Cn1ccnc1,2,150,43
EXOTUH_SL,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cccc(C(=O)O)c1-c1c(C(=O)O)cccc1C(=O)O,2,100,24
YOFGOR_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1cccc(C(=O)O)c1,2,150,120
WOPHEQ_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,Nn1c(-c2ccncc2)nnc1-c1ccncc1,2,120,48
RAZGOQ_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)C1C(C(=O)O)C(C(=O)O)C1C(=O)O,1,25,252
OLEKUM_manual,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(Cl)c(C(=O)O)cc1Cl,2,120,48
AJAKON_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(N(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,2,100,40
SEYNAM_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)CC(=O)O,2,25,252
IYEPUZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1cc(Oc2ccc(-c3c4ccc(n4)c(-c4ccc(Oc5cc(C(=O)O)cc(C(=O)O)c5)cc4)c4ccc([nH]4)c(-c4ccc(Oc5cc(C(=O)O)cc(C(=O)O)c5)cc4)c4ccc(n4)c(-c4ccc(Oc5cc(C(=O)O)cc(C(=O)O)c5)cc4)c4ccc3[nH]4)cc2)cc(C(=O)O)c1,2,150,72
XULDOZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cc(OCCCCCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,2,160,72
HAWREE_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1ccc2nn[nH]c2c1,2,200,72
PELXIP_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cccc(-c2nnn[nH]2)c1,2,150,72
CAGSAG_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,2,120,24
WARJAC_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,O=C(O)c1n[nH]c(C(=O)O)n1,2,150,72
YILJAG_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,Cc1n[nH]c(C)c1-c1c(C)n[nH]c1C,2,130,72
UJEFOE01_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,1,0,0,0,0,Y,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,3,180,72
LUMZEA_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)CC(O)C(=O)O,2,120,50
REYJEM_clean,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1cc(OCC(COc2cc(C(=O)O)cc(C(=O)O)c2)(COc2cc(C(=O)O)cc(C(=O)O)c2)COc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,3,160,24
YOZQEK_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2,2,95,24
CORZIU_clean,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1,1,105,96
WUDJAI_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cc(-c2ccncc2)ccn1,2,160,48
TUGFAE_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,ON1C=CC(C2=CCN(O)C=C2)C=C1,2,160,120
ISUGIN_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,Gd,O=C(O)C1C=CC=NC1=O,3,180,168
YOPQEB_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cc(C(=O)O)cc(-c2c(C(=O)O)cc(C(=O)O)cc2C(=O)O)c1,2,140,72
NAYZUK_SL,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1ccc(C(=O)O)c2ccccc12,3,100,72
WUCRUH_clean,2,2,2,2,0,0,0,6,6,0,0,0,6,0,0,0,0,0,Fe,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,180,48
HAWGIX_charged,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,Cc1c(COc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c(COc2cc(C(=O)O)cc(C(=O)O)c2)c(C)c1COc1cc(C(=O)O)cc(C(=O)O)c1,2,120,72
WUDQIW_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,O=C(O)Cn1cncn1,2,140,48
FIBFUS_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,c1cn(Cc2ccc(-c3nc(-c4ccc(Cn5ccnc5)cc4)nc(-c4ccc(Cn5ccnc5)cc4)n3)cc2)cn1,2,160,72
ZEZPAX01_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,10,0,Dy,O=C(O)c1ccnc(-c2cc(C(=O)O)ccn2)c1,3,100,144
HUYXOP_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,c1cn(-c2ccc(-c3ccc(-n4ccnc4)cc3)cc2)cn1,2,140,96
SODQOT_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,100,48
KEVVIS_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(C(F)(F)F)C(F)(F)F)cc1,2,110,96
TETZID_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(C(=O)O)s1,2,120,72
HAPGIR_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1ccc2nn[nH]c2c1,2,120,72
HEDTER_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,c1cc(-c2ccc(N(c3ccc(-c4ccncc4)cc3)c3ccc(-c4ccncc4)cc3)cc2)ccn1,2,95,72
ANUGIA_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)cc1,2,100,18
OWIZAW_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(C#Cc2ccc(C(c3ccc(C#Cc4ccc(C(=O)O)cc4)cc3)(c3ccc(C#Cc4ccc(C(=O)O)cc4)cc3)c3ccc(C#Cc4ccc(C(=O)O)cc4)cc3)cc2)cc1,2,80,48
XOTSIK_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,Cc1c(C#Cc2ccc(C(=O)O)cc2)c(C)c(C#Cc2ccc(C(=O)O)cc2)c(C)c1C#Cc1ccc(C(=O)O)cc1,2,120,48
GUJREK_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,Cc1nnc(-c2ccc(-c3nnc(C)n3-c3cccc(C(=O)O)c3)s2)n1-c1cccc(C(=O)O)c1,2,140,5
KIJRUS_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1,2,60,48
NOQKOV_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1nc[nH]c1C(=O)O,2,160,12
YODRAM_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1ccncc1,2,100,24
ERULEK_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,2,80,96
HEBJAB_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1ccc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,130,48
FIJCUX01_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(C(=O)O)cc1,2,100,40
DICKEH_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C#Cc2ccc(C#Cc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1,2,65,72
VAXVEX_charged,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,c1cc(-n2cnnc2)ccc1CCc1ccc(-n2cnnc2)cc1,2,90,72
LUPYAX_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(Cl)c(C(=O)O)cc1Cl,2,100,24
XADDOX_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cccc(C(=O)O)c1,2,160,72
LAZJIH_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,2,100,48
WURNOO_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2ccncc2)cc1,2,180,312
IVARUT_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1,2,80,72
MUNDEG_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cncc(C(=O)O)c2)cc1,1,105,12
YUMFUJ_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,La,O=C(O)c1ccc(-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc1,3,85,24
WOXKOL_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,c1cn(-c2ccc(-c3ccc(-n4ccnc4)cc3)cc2)cn1,2,130,24
OYIVEY_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(C2NNNN2)cc1,2,85,96
MEJQOJ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccncc1,2,120,72
EREGOY_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,2,110,72
GUCHUJ_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,2,150,24
TAGTIH_clean,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mg,O=C(O)c1ccc(C(=O)O)o1,2,100,120
EBUREA_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1ccc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,65,48
ZUDQUM_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,80,48
APAZOI_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,La,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,3,80,48
ADASUV_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cc(OCc2cc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,2,105,23
AVESUR_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,2,100,72
MAYKOO_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2)cc1,2,85,72
CADPII_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,170,120
TIXVON_clean,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mg,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,2,120,48
TAPKAY_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,2,160,120
OMUSAS_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,CCC1(CC)c2cc(-c3ccc(C(=O)O)cc3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4ccc(C(=O)O)cc4)ccc2-3)C(CC)(CC)c2cc(-c3ccc(C(=O)O)cc3)ccc2-1,2,90,48
ZUDQEW_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,80,72
MEJQEZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccncc1,2,120,72
NOQKUB_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1nc[nH]c1C(=O)O,2,180,144
IPIHIA_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,c1ccc(Cn2cncn2)c(Cn2cncn2)c1,2,160,48
XUGWAZ_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,10,0,Dy,O=S(=O)(O)c1ccc(-c2c3ccc(n3)c(-c3ccc(S(=O)(=O)O)cc3)c3ccc([nH]3)c(-c3ccc(S(=O)(=O)O)cc3)c3ccc(n3)c(-c3ccc(S(=O)(=O)O)cc3)c3ccc2[nH]3)cc1,3,200,240
XORHET_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cnc(-c2n[nH]c(-c3nnc[nH]3)n2)cn1,2,105,72
DARBUU_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,C#N,1,120,72
HOVQAM_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cc(-c2ccc(-c3cc[nH]c3)cc2)c[nH]1,2,80,72
FAGREM_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,2,65,48
BUQWER_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cccnc1,2,25,336
HUSJUC_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,La,O=C(O)c1ccc2c(c1)c1ccc(C(=O)O)cc1c1ccc(C(=O)O)cc21,3,120,24
NETYIV_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1cc(-c2ccncc2)ccn1,1,165,96
VICSIL_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)O)c1,2,130,24
JUNBOL_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(Oc2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,160,72
XOJWOJ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(P(=O)(O)O)cc1,2,170,48
SARMEE_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,7,0,Eu,O=C(O)c1ccc(C(=O)O)c2ccccc12,3,120,72
PEWLUA_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(-n2cc(-c3cc(-c4cn(-c5cc(C(=O)O)cc(C(=O)O)c5)nn4)cc(-c4cn(-c5cc(C(=O)O)cc(C(=O)O)c5)nn4)c3)nn2)c1,2,85,18
OFOCUI_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,2,60,48
TEJLOL_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,Nc1ncnc2[nH]cnc12,2,120,72
HOXSIY_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,100,60
AVESOL_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,2,90,72
EYULOA_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cc(CCCc2ccncc2)ccn1,2,120,72
FATQID_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cncc(-c3ccc(C(=O)O)cc3)c2)cc1,2,85,24
HUVHOX_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)CN(CP(=O)(O)O)c1nc(N(CC(=O)O)CP(=O)(O)O)[nH]c(=O)n1,2,120,40
TEJQAC_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cccc(C(=O)O)c1,2,160,72
CUTBIE_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,La,O=C(O)c1ccc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)cc1,3,105,24
XOTSEG_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,Cc1c(C#Cc2ccc(C(=O)O)cc2)c(C)c(C#Cc2ccc(C(=O)O)cc2)c(C)c1C#Cc1ccc(C(=O)O)cc1,2,90,48
TORXIJ_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1nn[nH]n1,2,130,72
EHODOV_SL,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,3,120,48
AROFAP_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,2,85,24
DOKHOB_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1cc(-c2ccncc2)ccn1,2,180,12
MOTVOI_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,7,0,Eu,CC1(O)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21,3,80,72
QEBKUF_SL,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(C(c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)(c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1,2,80,48
KEBDIG_charged,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cc(-n2cnc3ccccc32)cc(-n2cnc3ccccc32)c1,2,180,72
JUSBAC_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,c1ccc2[nH]nnc2c1,2,120,96
ILOJEZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,c1ncn(Cc2ccc(-c3ccc(Cn4cncn4)cc3)cc2)n1,2,150,72
